plant species;plant family;plant genus;additional information;community studied;literature source 1;link 1;literature source 2;link 2;literature source 3;link 3;reference;class;subclass;order;alliance;suballiance;community;continent/region;country;location name;decimal longitude;absolute latitude;decimal latitude;altitude [meters above sea level];year of the  data collection;mean yearly air temperature in degrees Celsius;January - mean monthly temp. [degrees Celsius];February - mean monthly temp. [degrees Celsius];March - mean monthly temp. [degrees Celsius];April - mean monthly temp. [degrees Celsius];May - mean monthly temp. [degrees Celsius];June - mean monthly temp. [degrees Celsius];July - mean monthly temp. [degrees Celsius];August - mean monthly temp. [degrees Celsius];September - mean monthly temp. [degrees Celsius];October - mean monthly temp. [degrees Celsius];November - mean monthly temp. [degrees Celsius];December - mean monthly temp. [degrees Celsius];total yearly  pecipitation in mm;January - total precipitation;February - total precipitation;March - total precipitation;April - total precipitation;May - total precipitation;June - total precipitation;July - total precipitation;August - total precipitation;September - total precipitation;October - total precipitation;November - total precipitation;December - total precipitation;flowering start;flowering end;flowering peak;flowering peak 2 (if occured);flowering lenght;total number of plants per m^2;total number of trees examined;total number of flowers per m^2;total number of inflorescenses per m^2;total number of flowers per m^2 of crown surface;total number of inflorescenses per m^2 of crown surface;total number of flowers per a single tree;total number of flowers per plant;total number of inflorescenses per a single tree;total number of inflorescenses per plant;tree age;mean number of flowering flowers per m^2 per day;peak number of flowering flowers per m^2;flower longevity [days];total nectar in µg per flower;total nectar in µL per flower;nectar in µg/flower/day ;nectar in µL/flower/day ;nectar in µg/inflorescence/day ;sugar concentration % in nectar;total sugar in µg per flower;sugar in µg/flower/day;total sugar in mg per inflorescence;sugar in µg/inflorescence/day;sugar yield in kg/ha per 1 year;sugar yield in g per tree per 1 year;sugar yield in g per 1 m^3 of the tree crown;honey yield in kg/ha per 1 year;honey yield from 1 flower in mg per 1 year;honey yield in g per 1 m^3 of the tree crown;honey yield in kg/tree per 1 year;total pollen yield per 1 year in kg/ha;total pollen yield per 1 year in kg per a single tree;total pollen yield per 1 year in number of grains per a single tree;total pollen in µg/flower;total pollen in µL/flower;total pollen per flower (the number of grains);total pollen in µg/inflorescence;total pollen in µL/inflorescence;total pollen in µg/plant/year;total pollen in number of grains per inflorescence;pollen in µg/flower/day ;pollen in µL/flower/day ;pollen in µL/inflorescence/day ;yearly pollen yield in number of grains per m^2 of the  crown;yearly pollen yield in g per 1 m^3 of the tree crown
Vaccinium vitis-idaea;Ericaceae;Vaccinium;;natural phytocenosis (coniferous or mixed forest);Szklanowska 1973;https://docplayer.pl/108510839-Bory-jako-bazapozytkowa-pszczol-instytut-przyrodniczych-podstaw-produkcji-roslinnej-akademia-rolnicza-w-lublinie-wprowadzenie.html;;;;;Szklanowska, K. 1973. Bory jako baza po¿ytkowa pszczó³ [Pine forests as a bee pasture]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 17, pp. 51-85.;Vaccinio-Piceetea;;Piceetalia abietis;Dicrano-Pinion;Piceo-Vaccinienion uliginosi;Vaccinio uliginosi - Pinetum sylvestris;Europe;Poland;Zwierzyniec;22.98;50.61;50.61;;1969-1971;;;;;;;;;;;;;;;;;;;;;;;;;;;146;172;156;;27.0;70.00;;560333;;;;;;;;;;;;;;430.00;;;39.24;;160.00;;;;;;4.0;;;;;;;;;;;;;;;;;;
Vaccinium vitis-idaea;Ericaceae;Vaccinium;;natural phytocenosis (coniferous or mixed forest);Szklanowska 1973;https://docplayer.pl/108510839-Bory-jako-bazapozytkowa-pszczol-instytut-przyrodniczych-podstaw-produkcji-roslinnej-akademia-rolnicza-w-lublinie-wprowadzenie.html;;;;;Szklanowska, K. 1973. Bory jako baza po¿ytkowa pszczó³ [Pine forests as a bee pasture]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 17, pp. 51-85.;Vaccinio-Piceetea;;Piceetalia abietis;Dicrano-Pinion;;;Europe;Poland;Zwierzyniec;22.98;50.61;50.61;;1969;5.9;-8.1;-5.1;-2.9;6.2;14.4;15.9;17.4;16.2;12.8;7.4;5.8;-8.2;437.0;17.0;14.0;25.0;23.0;50.0;92.0;70.0;67.0;5.0;25.0;28.0;21.0;;;;;;94.33;;633667;;;;;;;;;;;;;;480.00;;;37.50;;170.00;;;;;;5.8;;;;;;;;;;;;;;;;;;
Vaccinium vitis-idaea;Ericaceae;Vaccinium;;natural phytocenosis (coniferous or mixed forest);Szklanowska 1973;https://docplayer.pl/108510839-Bory-jako-bazapozytkowa-pszczol-instytut-przyrodniczych-podstaw-produkcji-roslinnej-akademia-rolnicza-w-lublinie-wprowadzenie.html;;;;;Szklanowska, K. 1973. Bory jako baza po¿ytkowa pszczó³ [Pine forests as a bee pasture]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 17, pp. 51-85.;Vaccinio-Piceetea;;Piceetalia abietis;Dicrano-Pinion;;;Europe;Poland;Zwierzyniec;22.98;50.61;50.61;;1970;6.8;-5.3;-5.5;0.5;7.7;11.9;16.0;17.1;16.4;11.6;6.5;4.3;0.5;719.0;37.0;24.0;36.0;63.0;130.0;48.0;145.0;42.0;71.0;33.0;49.0;41.0;;;;;;94.33;;1248000;;;;;;;;;;;;;;320.00;;;45.50;;140.00;;;;;;7.8;;;;;;;;;;;;;;;;;;
Vaccinium vitis-idaea;Ericaceae;Vaccinium;;natural phytocenosis (coniferous or mixed forest);Szklanowska 1973;https://docplayer.pl/108510839-Bory-jako-bazapozytkowa-pszczol-instytut-przyrodniczych-podstaw-produkcji-roslinnej-akademia-rolnicza-w-lublinie-wprowadzenie.html;;;;;Szklanowska, K. 1973. Bory jako baza po¿ytkowa pszczó³ [Pine forests as a bee pasture]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 17, pp. 51-85.;Vaccinio-Piceetea;;Piceetalia abietis;Dicrano-Pinion;Dicrano-Pinenion;Cladonio-Pinetum;Europe;Poland;Zwierzyniec;22.98;50.61;50.61;;1969-1971;;;;;;;;;;;;;;;;;;;;;;;;;;;130;172;154;;43.0;186.00;;1736000;;;;;;;;;;;;;;280.00;;;57.17;;133.00;;;;;;10.8;;;;;;;;;;;;;;;;;;
Valeriana graciliceps;Valerianaceae;Valeriana;male flowers;natural phytocenosis (mountain);Primack 1985;https://www.annualreviews.org/doi/abs/10.1146/annurev.es.16.110185.000311;;;;;Primack, R. 1985. Longevity of individual flowers. Annual Review of Ecology and Systematics. 16, pp. 15-37.;;;;;;;South America;Chile;Santiago;-70.66;33.45;-33.45;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valeriana graciliceps;Valerianaceae;Valeriana;female flowers;natural phytocenosis (mountain);Primack 1985;https://www.annualreviews.org/doi/abs/10.1146/annurev.es.16.110185.000311;;;;;Primack, R. 1985. Longevity of individual flowers. Annual Review of Ecology and Systematics. 16, pp. 15-37.;;;;;;;South America;Chile;Santiago;-70.66;33.45;-33.45;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verbascum densiflorum;Scrophulariaceae;Verbascum;;natural phytocenosis (various or unknown phytocenoses);Raine & Chittka 2007;https://www.academia.edu/13248880/Nectar_Production_Rates_of_75_Bumblebee-visited_Flower_Species_in_a_German_Flora_Hymenoptera_Apidae_Bombus_terrestris_;;;;;Raine, N., Chittka, L. 2007. Nectar production rates of 75 bumblebee-visited flower species in a German flora (Hymenoptera: Apidae: Bombus terrestris). Entomologia Generalis. 30, pp. 191-192.;;;;;;;Europe;Germany;Wurzburg;10.00;49.79;49.79;;1999-2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;
Verbascum phlomoides;Scrophulariaceae;Verbascum;;natural phytocenosis (ruderal);Warakomska 1972;https://agris.fao.org/agris-search/search.do?recordID=US201303269548;;;;;Warakomska, Z. 1972.  Badania nad wydajnoœci¹ py³kow¹ roœlin [Studies on floral pollen production]. Pszczelnicze Zeszyty Naukowe [Journal of Apicultural Science]. 16, pp. 63-90;;;;;;;Europe;Poland;Lublin;22.57;51.217;51.22;195;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.15;;;933.0;;;;;;;;;;;
Verbascum undulatum;Scrophulariaceae;Verbascum;;natural phytocenosis (Mediterranean/phrygana);Petanidou et al. 1995c;https://www.semanticscholar.org/paper/Constraints-on-flowering-phenology-in-a-phryganic-Petanidou-Ellis/1efae532e33460db1f31cd5c0729de298e6935a5;;;;;Petanidou, T., Ellis, W. N., Margaris, N. S., Vokou, D. 1995. Contraints on flowering phenology in a phryganic (East Mediterranean shrub) community. American Journal of Botany. 82, pp. 607-620.;;;;;;;Europe;Greece;Daphni;23.63;38.00;38.00;175;1983-1987;22.3;;;;;;;;;;;;;326.8;;;;;;;;;;;;;143;270;;;128.0;;;;;;;;;;;;;;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica arvensis;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.58;;;;;;;;;;;;;;;;;;;;;
Veronica arvensis;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;60;304;182;;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica chamaedrys;Plantaginaceae;Veronica;;natural phytocenosis (grassland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.37;;;;;;;;5.06;;;;;;;;;;;;;;;;;;;;;
Veronica chamaedrys;Plantaginaceae;Veronica;;natural phytocenosis (woodland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158;;;;;;;;;;;;;;14.94;;;;;;;;5.06;;;;;;;;;;;;;;;;;;;;;
Veronica chamaedrys;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;60;212;135;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica montana;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.66;;;;;;;;;;;;;;;;;;;;;
Veronica montana;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;91;212;151;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica officinalis;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.16;;;;;;;;;;;;;;;;;;;;;
Veronica officinalis;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;121;304;196;;184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica officinalis;Plantaginaceae;Veronica;collected from 38 publications and the existed databases;unknown;Ion et al. 2018;https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en;;;;;Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.;;;;;;;Europe;Romania;;24.80;45.60;45.60;;1942-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;;;;;;;;;;;;;;;;;;
Veronica persica;Plantaginaceae;Veronica;;natural phytocenosis (grassland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.87;;;;;;;;42.87;;;;;;;;;;;;;;;;;;;;;
Veronica persica;Plantaginaceae;Veronica;;urban green area;Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;566;;;;;;;;;;;;;;55.31;;;;;;;;42.87;;;;;;;;;;;;;;;;;;;;;
Veronica persica;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;1;365;182;;365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica persica;Plantaginaceae;Veronica;;urban green area;Hicks et al. 2016;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158117#sec010;;;;;Hicks, D. M., Ouvrard, P., Baldock, K. C. R., Baude, M., Goddard, M. A., Kunin, W. E., Mitschunas, N., Memmott, J., Morse, H., Nikolitsi, M., Osgathorpe, L. M., Potts, S. G., Robertson, K. M., Scott, A. V., Sinclair, F., Westbury, D. B., Stone, G. N. 2016. Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows. 11, pp. 1-37.;;;;;;;Europe;United Kingdom;Edinburgh;-3.19;55.94;55.94;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;;;;;;;;4.69;;;;;;;;;;;;;;0.03;;;;;;;0.031;;;
Veronica persica;Plantaginaceae;Veronica;;natural phytocenosis (Mediterranean/phrygana);Petanidou et al. 1995c;https://www.semanticscholar.org/paper/Constraints-on-flowering-phenology-in-a-phryganic-Petanidou-Ellis/1efae532e33460db1f31cd5c0729de298e6935a5;;;;;Petanidou, T., Ellis, W. N., Margaris, N. S., Vokou, D. 1995. Contraints on flowering phenology in a phryganic (East Mediterranean shrub) community. American Journal of Botany. 82, pp. 607-620.;;;;;;;Europe;Greece;Daphni;23.63;38.00;38.00;175;1983-1987;22.3;;;;;;;;;;;;;326.8;;;;;;;;;;;;;43;112;;;70.0;;;;;;;;;;;;;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica serpyllifolia;Plantaginaceae;Veronica;;natural phytocenosis (grassland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1080;;;;;;;;;;;;;;2.83;;;;;;;;5.46;;;;;;;;;;;;;;;;;;;;;
Veronica serpyllifolia;Plantaginaceae;Veronica;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;60;304;182;;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veronica spicata;Plantaginaceae;Veronica;data collected in the literature search in 2017-2018;unknown;Pamminger et al. 2019;https://peerj.com/articles/6329/;;;;;Pamminger, T., Becker, R., Himmelreich, S., Schneider, Ch. W., Bergtold, M. 2019. The nectar report: Quantitative review of nectar sugar concentrations offered by bee visited flowers in agricultural and non-agricultural landscapes. PeerJ. 7, pp. E6329.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.00;;;;;;;;;;;;;;;;;;;;;;;;;;
Vicia americana;Fabaceae;Vicia;;natural phytocenosis (various or unknown phytocenoses);Vonhof & Harder 1995;https://bsapubs.onlinelibrary.wiley.com/doi/epdf/10.1002/j.1537-2197.1995.tb11491.x;;;;;Vonhof, M. J., Harder, L. D. 1995. Size-number trade-offs and pollen production by papilionaceous legumes. American Journal of Botany. 82, pp. 230-238. ;;;;;;;North America;Canada;;-113.88;49.08;49.08;1300;1991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;16290;;;;;;;;;
Vicia angustifolia;Fabaceae;Vicia;;field experiment;Stpiczyñska & Pielecki 1999;https://pbsociety.org.pl/journals/index.php/aa/article/view/aa.1999.006;;;;;Stpiczyñska, M., Pielecki, J. 1999. Budowa nektarników kwiatowych, obfitoœæ nektarowania i sk³ad cukrów w nektarze 7 gatunków z rodzaju Vicia L. Fabaceae [Structure of floral nectaries, nectar production and sugar composition in nectar of 7 species of Vicia L. Fabaceae]. Acta Agrobotanica. 52, pp. 49-57.;;;;;;;Europe;Poland;Lublin area;22.00;51;51.00;;1994-1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660;;;;;26.50;175.00;;;;;;;;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;population 1;natural phytocenosis (grassland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;422;;;;;;;;;;;;;;479.75;;;;;;;;105.55;;;;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;population 2;natural phytocenosis (grassland);Baude et al. 2015a;https://catalogue.ceh.ac.uk/documents/6c6d3844-e95a-4f84-a12e-65be4731e934;Baude et al. 2015b;https://catalogue.ceh.ac.uk/documents/69402002-1676-4de9-a04e-d17e827db93c;;;Baude, M., Kunin, Memmott, J. 2015. Flower density values of common British plant species [AgriLand] AND Baude, M., Kunin, Memmott, J. 2015. Nectar sugar values of common British plant species [AgriLand].;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;545;;;;;;;;;;;;;;489.05;;;;;;;;105.55;;;;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;modelled values;modelled;Baude et al. 2016;https://www.nature.com/articles/nature16532;;;;;Baude, M., Kunin, W. E., Boatman, M. D., Conyers, S., Davies, N., Gillespie, M. A. K., Morton, R. D., Smart, S. M., Memmott, J. 2016. Historical nectar assessment reveals the fall and rise of Britain in bloom. Nature, pp. 85-88.;;;;;;;Europe;United Kingdom;Bristol area;-2.59;51.45;51.45;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;152;243;197;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;;urban green area;Galloni et al. 2007;https://link.springer.com/article/10.1007/s00606-007-0526-1;;;;;Galloni, M., Podda, L., Vivarelli, D., Cristofolini, G. 2007. Pollen presentation, pollen-ovule ratios, and other reproductive traits in Mediterranean Legumes (Fam. Fabaceae - Subfam. Faboideae). Plant Systematics and Evolution. 266, pp. 147-164.;;;;;;;Europe;Italy;San Lazzaro di Savena/Bologna;11.42;44.5;44.47;;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7467;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;;urban green area;Hicks et al. 2016;https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0158117#sec010;;;;;Hicks, D. M., Ouvrard, P., Baldock, K. C. R., Baude, M., Goddard, M. A., Kunin, W. E., Mitschunas, N., Memmott, J., Morse, H., Nikolitsi, M., Osgathorpe, L. M., Potts, S. G., Robertson, K. M., Scott, A. V., Sinclair, F., Westbury, D. B., Stone, G. N. 2016. Food for pollinators: Quantifying the nectar and pollen resources of urban flower meadows. 11, pp. 1-37.;;;;;;;Europe;United Kingdom;Edinburgh;-3.19;55.94;55.94;;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;;;;;;;;110.22;;;;;;;;;;;;;;0.04;;;;;;;0.028;;;
Vicia cracca;Fabaceae;Vicia;collected from 38 publications and the existed databases;unknown;Ion et al. 2018;https://content.sciendo.com/view/journals/jas/62/2/article-p149.xml?language=en;;;;;Ion, N., Odoux, J.-F., Vaissiere, B. E. 2018. Melliferous potential of weedy herbaceous plants in crop fields of Romania from 1949 to 2012. Journal of Apicultural Science. 62, pp. 149-165.;;;;;;;Europe;Romania;;24.80;45.60;45.60;;1942-2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;;natural phytocenosis (various or unknown phytocenoses);Raine & Chittka 2007;https://www.academia.edu/13248880/Nectar_Production_Rates_of_75_Bumblebee-visited_Flower_Species_in_a_German_Flora_Hymenoptera_Apidae_Bombus_terrestris_;;;;;Raine, N., Chittka, L. 2007. Nectar production rates of 75 bumblebee-visited flower species in a German flora (Hymenoptera: Apidae: Bombus terrestris). Entomologia Generalis. 30, pp. 191-192.;;;;;;;Europe;Germany;Wurzburg;10.00;49.79;49.79;;1999-2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;723.00;;;;;;;;;;;;;;;;;;;;;;;;
Vicia cracca;Fabaceae;Vicia;;field experiment;Stpiczyñska & Pielecki 1999;https://pbsociety.org.pl/journals/index.php/aa/article/view/aa.1999.006;;;;;Stpiczyñska, M., Pielecki, J. 1999. Budowa nektarników kwiatowych, obfitoœæ nektarowania i sk³ad cukrów w nektarze 7 gatunków z rodzaju Vicia L. Fabaceae [Structure of floral nectaries, nectar production and sugar composition in nectar of 7 species of Vicia L. Fabaceae]. Acta Agrobotanica. 52, pp. 49-57.;;;;;;;Europe;Poland;Lublin area;22.00;51;51.00;;1994-1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;;;28.00;118.00;;;;;;;;;;;;;;;;;;;;;;;;;
